index,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1524796,153,CASH_IN,109524.72,C450912975,107153,216677.72,C2090898686,1778780.39,1669255.67,0,0
5999771,426,CASH_OUT,119487.17,C1151953383,0,0,C376038196,402656.76,522143.93,0,0
3546796,260,CASH_OUT,37291.62,C180151862,0,0,C2021397954,278656.66,315948.28,0,0
669546,36,PAYMENT,58623.18,C1748944317,110585,51961.82,M1607613286,0,0,0,0
2926377,229,PAYMENT,3467.58,C100754113,0,0,M1620759988,0,0,0,0
6197180,573,PAYMENT,4901.68,C831592584,30798,25896.32,M447337477,0,0,0,0
623050,34,CASH_OUT,143478.02,C75997108,0,0,C1487166642,286795.09,430273.11,0,0
5997956,426,CASH_OUT,131319.89,C51693670,759,0,C2041371535,55030.33,186350.22,0,0
6155190,548,PAYMENT,16413.69,C1268089351,327,0,M971893339,0,0,0,0
2564098,206,CASH_OUT,149425.06,C1002329095,0,0,C1092453217,593910.44,743335.5,0,0
1214460,133,CASH_OUT,248335.88,C248397461,0,0,C860083072,261723.78,510059.66,0,0
2321385,188,PAYMENT,1790.51,C2075107337,0,0,M2141761015,0,0,0,0
2296726,187,CASH_OUT,8379.22,C1005516291,31851,23471.78,C393329201,1576903.96,1585283.18,0,0
5868145,403,CASH_OUT,86915.67,C561210431,2427,0,C1548255925,0,86915.67,0,0
3062379,234,CASH_OUT,146737.23,C671547503,0,0,C1856132904,359750.91,506488.13,0,0
5314810,374,CASH_OUT,136085.67,C1057715363,15065,0,C1117931321,3108052.51,3244138.18,0,0
6329424,690,CASH_OUT,43285.63,C1819834789,69402,26116.37,C1122417696,0,43285.63,0,0
5989994,416,TRANSFER,143716.82,C650380771,0,0,C4117397,2600915.66,2744632.47,0,0
3649948,275,PAYMENT,691.48,C1844289757,11359,10667.52,M1642247420,0,0,0,0
3247965,250,CASH_OUT,210771.99,C1649943817,21282,0,C293883370,0,210771.99,0,0
5879234,403,CASH_IN,106509.86,C271994720,145122.91,251632.77,C1006227668,590951.01,484441.14,0,0
5247748,371,PAYMENT,15122.21,C1030611225,524598.29,509476.08,M1061650965,0,0,0,0
2976290,231,PAYMENT,11960.98,C785799220,0,0,M2044961506,0,0,0,0
3333860,253,PAYMENT,660.84,C336265763,6696.89,6036.05,M434465202,0,0,0,0
4621434,329,CASH_OUT,92593.37,C2069795577,0,0,C591533675,167760.46,260353.83,0,0
555460,22,PAYMENT,132.83,C569051516,62,0,M961510255,0,0,0,0
1154907,131,CASH_IN,217253.47,C751225137,566,217819.47,C539430831,1827308.5,1610055.03,0,0
6031778,474,CASH_OUT,96943.77,C1413265882,2290,0,C1855003580,0,96943.77,0,0
2588730,207,CASH_IN,115855.23,C250584930,5843830.48,5959685.72,C19667301,815620.44,699765.2,0,0
209980,13,CASH_IN,278532.88,C35738894,336197.01,614729.89,C1459692379,1957090.75,1930153.2,0,0
4529917,326,CASH_OUT,362946.95,C311788818,51169,0,C1212309792,155749.74,518696.69,0,0
4852678,347,PAYMENT,5250.69,C1535339787,0,0,M924689863,0,0,0,0
4368044,310,CASH_OUT,182373.07,C869456050,0,0,C2114887654,620362.62,802735.69,0,0
259352,14,CASH_IN,251178.15,C1365068941,8397492.45,8648670.6,C670987416,324908.27,73730.13,0,0
5107469,355,CASH_OUT,47247.83,C538321226,0,0,C1378562116,194145.86,241393.69,0,0
2026,1,PAYMENT,7538,C359806817,249221.81,241683.81,M824900551,0,0,0,0
134439,11,PAYMENT,5598.99,C84973299,4409631.23,4404032.24,M349722633,0,0,0,0
1650819,158,PAYMENT,16340.17,C1471227999,15834,0,M2130747485,0,0,0,0
460919,19,CASH_OUT,64364.45,C1388761105,0,0,C1070336912,137682.42,700516.35,0,0
4571988,327,PAYMENT,11397.5,C2084168861,724,0,M1849993362,0,0,0,0
2499741,204,CASH_IN,200823.37,C1115916852,6047708.71,6248532.08,C83319548,3523430.84,3322607.47,0,0
5068423,354,TRANSFER,664469.45,C1813729390,79412,0,C1416989216,221109.36,885578.81,0,0
6027875,471,CASH_OUT,220370.68,C2109940069,0,0,C2094206109,2482302.96,2702673.64,0,0
2669447,210,TRANSFER,500264.9,C169082053,0,0,C938505167,958662.16,1458927.06,0,0
652686,35,CASH_OUT,399589.05,C1978316547,21122,0,C1414102856,578542.06,978131.11,0,0
3017334,232,CASH_OUT,414423.25,C1512485334,104555,0,C1559754307,2560489,2974912.25,0,0
4011352,299,CASH_IN,216311.98,C618240373,63552,279863.98,C396523805,0,0,0,0
2276035,187,CASH_OUT,286133.8,C636563775,0,0,C593210287,14898847.4,15184981.2,0,0
845683,41,CASH_OUT,49821.38,C340822188,0,0,C1782184510,597326.73,647148.11,0,0
6358559,714,CASH_OUT,103982.64,C4170369,48630,0,C888273533,0,103982.64,0,0
876042,42,PAYMENT,13064.88,C2116798238,243758,230693.12,M361226775,0,0,0,0
6065728,514,CASH_OUT,488551.77,C539979989,1577,0,C1287560218,0,488551.77,0,0
3701250,277,CASH_IN,135946.32,C173318762,7216424.04,7352370.36,C570389885,178584.18,130670.21,0,0
6162283,550,PAYMENT,26592.03,C1229209813,565105.22,538513.19,M516484922,0,0,0,0
6293300,667,CASH_IN,54496.8,C1726937043,421812.9,476309.7,C1693319460,390691.97,336195.17,0,0
659945,35,CASH_IN,116802.15,C952571586,10759,127561.15,C106090442,482968.16,366166,0,0
5840630,402,TRANSFER,249368.89,C1392547407,0,0,C335244507,3312297.76,3561666.66,0,0
1644217,157,PAYMENT,3602,C1663937460,0,0,M299555101,0,0,0,0
3139765,236,CASH_IN,21266.32,C1489708289,85,21351.32,C1033708574,0,0,0,0
1341890,137,CASH_OUT,19494.12,C624007102,31419,11924.88,C66446096,1632829.89,1652324.01,0,0
4547829,327,CASH_OUT,245025.03,C586643042,0,0,C1193670885,441515.51,686540.54,0,0
4866315,348,CASH_OUT,104384.67,C353052877,96003,0,C69082558,0,104384.67,0,0
1312915,136,CASH_IN,42440.73,C1590047208,14393,56833.73,C1850939783,341628.4,299187.67,0,0
642186,35,CASH_OUT,202246.53,C1912211564,0,0,C1171018055,794126.72,1457699.61,0,0
5180899,359,PAYMENT,10723.75,C1128948798,82662,71938.25,M481780818,0,0,0,0
3637515,274,CASH_IN,51727.88,C234837490,1945020.85,1996748.74,C1475207772,276261.82,224533.94,0,0
1234025,134,PAYMENT,23762.25,C685879905,0,0,M256107976,0,0,0,0
1898521,165,PAYMENT,7832.3,C1863212447,312156,304323.7,M542716897,0,0,0,0
3654180,275,CASH_OUT,365722.07,C1542726264,277,0,C1573655461,43357.59,409079.66,0,0
5742485,399,PAYMENT,15698.1,C1724425401,0,0,M1811970050,0,0,0,0
3903039,284,CASH_OUT,148114.03,C1051260792,21114,0,C822109745,0,148114.03,0,0
2334680,188,PAYMENT,4211.81,C697390246,21201,16989.19,M1786807018,0,0,0,0
2127618,183,CASH_OUT,137928.45,C279227895,21072,0,C1049592436,473408.7,611337.15,0,0
3951402,287,PAYMENT,54891.32,C846350191,28496.86,0,M804300411,0,0,0,0
3194081,249,CASH_IN,283518.93,C1975239740,10864,294382.93,C1687672445,0,0,0,0
2914243,229,PAYMENT,8593.59,C839183373,163871.02,155277.44,M1154942562,0,0,0,0
4156045,303,CASH_OUT,37272.5,C375324513,202909,165636.5,C1190636787,0,37272.5,0,0
5704332,398,PAYMENT,7264.55,C650251062,387459.63,380195.08,M63377542,0,0,0,0
2178956,185,CASH_OUT,77786.29,C2137888849,0,0,C479143553,221114.92,298901.21,0,0
4423390,322,CASH_OUT,427796.53,C549827975,199415,0,C1290400233,0,427796.53,0,0
5038870,354,CASH_OUT,26515.04,C819099281,10712,0,C525453516,0,26515.04,0,0
632059,35,PAYMENT,4403.16,C1926740613,28796,24392.84,M1013279589,0,0,0,0
1068491,120,CASH_IN,148146.09,C946836642,8019,156165.09,C857996486,184458.5,36312.41,0,0
2878619,228,CASH_IN,188863.17,C328559252,1519939.47,1708802.64,C412248644,860320.16,671456.99,0,0
5281631,372,PAYMENT,26848.43,C1166187150,130556.98,103708.55,M1014561350,0,0,0,0
4336084,308,CASH_IN,133880.82,C630372124,472426.72,606307.55,C1764192399,1459715.16,1325834.33,0,0
3212521,249,CASH_OUT,34353.34,C635104482,0,0,C68854012,470336.43,504689.77,0,0
6271368,619,CASH_IN,203414.61,C1272856566,7304518.47,7507933.08,C853110940,1845215.99,1641801.38,0,0
4584893,328,CASH_OUT,138244.01,C1495797120,31297,0,C1856748220,0,138244.01,0,0
4876120,348,PAYMENT,22750.54,C2080065615,305437,282686.46,M1208546142,0,0,0,0
4334100,308,CASH_OUT,204863.28,C1164805602,0,0,C9701990,2632693.97,2837557.25,0,0
4637345,330,CASH_OUT,243871.81,C1955261743,0,0,C1125067073,983174.31,1584799.36,0,0
1403667,139,TRANSFER,847405.3,C1632757522,0,0,C1265984626,15473458.78,16320864.08,0,0
5905739,403,TRANSFER,715618.16,C1301319981,0,0,C308868049,1665011.95,2380630.11,0,0
6156018,548,PAYMENT,543.95,C777172106,85470,84926.05,M1468136134,0,0,0,0
6029949,471,CASH_IN,277181.23,C638179609,2056828.73,2334009.96,C1770269198,570140.17,292958.94,0,0
542809,21,PAYMENT,5011.79,C1592990006,9532,4520.21,M143915763,0,0,0,0
4639522,330,PAYMENT,4659.8,C256611964,197,0,M31712977,0,0,0,0
3989329,298,CASH_OUT,346960.05,C1850732796,0,0,C1658868631,1189642.58,1536602.63,0,0
3278377,251,CASH_OUT,263538.95,C692619166,10856,0,C2131655368,352701.42,616240.37,0,0
2937916,230,CASH_IN,386565.63,C1822151539,79267,465832.63,C774128579,583029.67,196464.04,0,0
1388233,139,CASH_OUT,50102.05,C69008852,7504,0,C1816736236,134535.59,184637.64,0,0
3962299,297,PAYMENT,66279.96,C1714799463,51367,0,M715775018,0,0,0,0
5929969,404,PAYMENT,1593.58,C575348125,183,0,M697566501,0,0,0,0
5671602,397,CASH_IN,75979.48,C423883140,529166.21,605145.69,C1457125056,250675.29,174695.81,0,0
5516806,380,PAYMENT,9224.41,C1805622667,0,0,M756506013,0,0,0,0
1665900,158,CASH_OUT,52209.98,C956619886,510127,457917.02,C1803691196,22837.5,75047.48,0,0
3324385,253,CASH_IN,2468.52,C346617606,2616385.07,2618853.59,C1009068986,205517.94,203049.42,0,0
2247576,186,PAYMENT,5649.55,C1371313709,93460,87810.45,M338080502,0,0,0,0
6053,6,PAYMENT,13276.84,C621257072,62018,48741.16,M2116089059,0,0,0,0
4399963,321,PAYMENT,62493.31,C539197701,0,0,M794445676,0,0,0,0
4482634,324,CASH_OUT,96857.41,C700473445,0,0,C424754948,1022511.75,1119369.16,0,0
5002741,353,CASH_OUT,116615.39,C1097636543,12359,0,C1518282673,61810.6,178425.98,0,0
965628,44,CASH_OUT,4062.67,C1868407654,86972,82909.33,C1837315813,1474623.65,1478686.31,0,0
385041,17,CASH_OUT,53933.17,C1375423180,40091,0,C685222823,0,53933.17,0,0
31863,8,TRANSFER,2765065.56,C182698588,0,0,C754244871,3610840.07,7672952.02,0,0
2151579,184,CASH_IN,193668.15,C1942188180,15580,209248.15,C1439791831,733261.71,539593.56,0,0
5641167,396,CASH_OUT,270073.98,C1294341853,0,0,C1489270882,572569.29,842643.26,0,0
4656752,330,CASH_OUT,233174.09,C96238038,2258,0,C1093115965,0,233174.09,0,0
5422489,378,CASH_OUT,134689.15,C516981837,8586,0,C518067646,224309.48,358998.64,0,0
3518345,259,CASH_IN,211961.12,C822001668,8170,220131.12,C80034710,1023369.44,811408.32,0,0
4701773,331,CASH_OUT,194184.75,C775719859,0,0,C1165631821,8423172.88,8617357.63,0,0
4588628,328,CASH_IN,152074.01,C1987442499,12240,164314.01,C109014704,1596798.75,1444724.75,0,0
84882,10,TRANSFER,14811.59,C1142736315,0,0,C448261013,65489.88,80301.47,0,0
744536,38,CASH_IN,299075.07,C62795709,11024314.4,11323389.47,C1199957366,678121.85,502925.41,0,0
3817132,281,CASH_IN,87579.43,C500896603,1476935.9,1564515.33,C1928332904,5728056.87,5640477.44,0,0
5398226,377,TRANSFER,594398.23,C155398874,0,0,C1777692316,717173.26,1311571.49,0,0
3996653,298,TRANSFER,3654372.21,C1740920169,63,0,C2992822,135256.11,3789628.32,0,0
3926083,285,DEBIT,5909.92,C610517502,102566.37,96656.45,C854725836,108905.03,114814.95,0,0
4161236,304,PAYMENT,53638.21,C1180181326,0,0,M228461229,0,0,0,0
2658180,210,PAYMENT,3206.68,C358483038,115844.73,112638.06,M2082904811,0,0,0,0
5490153,380,CASH_OUT,230444.14,C868040741,0,0,C1751252700,2798405.47,3028849.61,0,0
4210738,305,PAYMENT,15073.04,C2034925139,321874.38,306801.34,M803770812,0,0,0,0
3901487,284,CASH_OUT,77286.07,C1032416174,81887,4600.93,C1743285825,49270.76,126556.84,0,0
621966,34,CASH_OUT,133975.66,C76690680,0,0,C1664903854,1602572.73,1522334.53,0,0
4500280,325,PAYMENT,6303.51,C504269266,23333,17029.49,M2064177527,0,0,0,0
563775,22,PAYMENT,14761.2,C1580373670,0,0,M1133216888,0,0,0,0
913390,43,PAYMENT,2564.05,C1662241542,0,0,M1941454229,0,0,0,0
3028661,233,CASH_OUT,160919.28,C1651794025,0,0,C629972178,4657034.39,4817953.67,0,0
1612594,156,CASH_OUT,241762.02,C597164746,12749,0,C909566443,0,241762.02,0,0
4806200,346,CASH_IN,98662.38,C1938817968,103387,202049.38,C95418394,0,0,0,0
3634121,274,PAYMENT,9197.26,C118187194,0,0,M724131509,0,0,0,0
332158,16,PAYMENT,8893.23,C821766316,0,0,M894826016,0,0,0,0
4360258,309,CASH_IN,11039.01,C1266332849,484,11523.01,C379538149,0,0,0,0
99218,10,CASH_OUT,495674.27,C358843033,248518.43,0,C2025217612,0,1015443.82,0,0
2613472,208,CASH_OUT,25720.51,C448354320,30664,4943.49,C2139095254,4198851.36,4224571.87,0,0
4722334,332,PAYMENT,14996.69,C1201832125,0,0,M1273079270,0,0,0,0
5958884,405,PAYMENT,7924.66,C682551071,0,0,M1964933080,0,0,0,0
699566,36,TRANSFER,218279.93,C1119801485,0,0,C1821062380,682841.53,901121.46,0,0
266485,15,PAYMENT,9305.56,C124169563,892,0,M2031226801,0,0,0,0
2746022,212,PAYMENT,29640.8,C1832136714,0,0,M642256668,0,0,0,0
3787854,280,PAYMENT,4199.75,C1323925035,0,0,M181050078,0,0,0,0
5630219,395,CASH_IN,114124.61,C361990108,10874538.24,10988662.85,C373177793,678811.49,815382.32,0,0
2874490,227,CASH_OUT,72429.66,C363278817,0,0,C1041231213,443092.19,515521.85,0,0
1300208,136,PAYMENT,9744.52,C1368083802,0,0,M788484961,0,0,0,0
6109241,525,PAYMENT,12437.9,C1867988661,0,0,M246940055,0,0,0,0
3271064,251,CASH_OUT,79156.89,C248197950,13559,0,C381278918,1002291.8,1081448.69,0,0
4970605,351,CASH_OUT,96882.39,C952006618,0,0,C686511811,97404.72,194287.11,0,0
4098766,301,PAYMENT,1873.03,C1342638611,15631.2,13758.18,M317196991,0,0,0,0
5789260,401,CASH_IN,47656.82,C1288209314,1804,49460.82,C1110004973,0,0,0,0
1941785,177,PAYMENT,36297.88,C1067996918,4494.9,0,M1771919603,0,0,0,0
5977702,407,CASH_IN,179255.08,C2031497857,5246569.35,5425824.43,C1177916164,853806.17,674551.1,0,0
2800185,217,PAYMENT,7303.58,C343127472,10617,3313.42,M1419128622,0,0,0,0
1780744,162,CASH_OUT,326420.01,C1245317393,0,0,C1592620046,374826.87,701246.87,0,0
2054833,181,PAYMENT,15270.29,C174376219,29521,14250.71,M467732956,0,0,0,0
178177,12,PAYMENT,8260.68,C787743442,44654,36393.32,M520262137,0,0,0,0
5647571,396,CASH_OUT,204549.38,C106291244,0,0,C1857426792,837062.65,1041612.04,0,0
834751,41,PAYMENT,16668.03,C701913732,51913,35244.97,M1059971353,0,0,0,0
3855747,283,CASH_OUT,34933.04,C1976569450,11019,0,C2061834289,1829065.6,1863998.64,0,0
1913474,166,TRANSFER,744920.56,C1437793405,0,0,C722919637,1516266.95,2261187.51,0,0
2819574,226,TRANSFER,834363.32,C1891330915,26699,0,C1470982593,2310284.76,3144648.08,0,0
2460435,203,PAYMENT,8313.14,C116045942,0,0,M45915406,0,0,0,0
3610798,266,PAYMENT,4877.05,C1243021217,0,0,M2092697117,0,0,0,0
559030,22,CASH_IN,1380.07,C2144345635,18881911.7,18883291.76,C1949183018,8991.15,7611.09,0,0
3119028,236,CASH_OUT,238161.29,C547783212,15568,0,C1665792803,0,238161.29,0,0
2738485,212,CASH_OUT,40973.52,C81658180,467558,426584.48,C364141816,813242.62,854216.14,0,0
4355792,309,PAYMENT,2565.8,C2087902961,0,0,M1687101025,0,0,0,0
1010605,46,PAYMENT,5733.92,C642426049,41320,35586.08,M803153875,0,0,0,0
1546090,154,PAYMENT,34349.19,C800779707,0,0,M692491848,0,0,0,0
5827797,402,CASH_OUT,59468.99,C960770917,0,0,C354559359,10969172.16,11028641.15,0,0
1701631,159,PAYMENT,1644.05,C70715730,0,0,M642350736,0,0,0,0
5141567,356,CASH_OUT,99532.53,C1597642022,20595,0,C1888537510,56477.45,156009.99,0,0
4552703,327,CASH_IN,469937.32,C706192470,10712855.42,11182792.74,C1438610960,1190912.71,720975.39,0,0
5343401,375,CASH_OUT,151666.03,C550854460,0,0,C2032732248,312372.02,464038.05,0,0
517712,20,CASH_OUT,28475.18,C672350722,0,0,C936788251,26834367.1,26862842.28,0,0
1590886,156,CASH_OUT,2864.91,C1654314153,0,0,C626060893,54903.28,57768.19,0,0
4678908,331,CASH_OUT,174190.41,C1463882044,12094,0,C1163242507,202448.51,376638.92,0,0
4716177,332,TRANSFER,133818.93,C1948879664,222753.51,88934.58,C652155216,865764.15,999583.08,0,0
4178657,304,CASH_OUT,257607.21,C264846702,0,0,C1462500732,3748111.49,4005718.69,0,0
5118719,356,CASH_IN,283746.19,C916799001,4861779.56,5145525.75,C481295360,316075.9,32329.71,0,0
6313725,687,PAYMENT,12652.6,C2023770784,32134,19481.4,M601760998,0,0,0,0
6184518,567,PAYMENT,18755.75,C1257861811,0,0,M358758718,0,0,0,0
2900281,228,CASH_OUT,180553.56,C1362854340,0,0,C1884130114,3497605.59,3678159.16,0,0
5998522,426,PAYMENT,28731.31,C444172504,0,0,M1123980318,0,0,0,0
6040225,487,PAYMENT,10967.11,C494226025,0,0,M1131697776,0,0,0,0
5430981,378,PAYMENT,5271.44,C434298076,192052.32,186780.88,M808901413,0,0,0,0
6253072,596,CASH_IN,365966.41,C106789084,550921.11,916887.52,C46677981,563180.24,197213.83,0,0
1074243,129,TRANSFER,1768136.55,C2138615314,21245,0,C1400344815,0,1768136.55,0,0
824387,41,CASH_IN,422535.39,C221914650,41419,463954.39,C1568669610,0,74102.76,0,0
637783,35,CASH_IN,22022.71,C685941686,2171014.66,2193037.37,C1256737644,1407224.89,1582108.84,0,0
878777,42,CASH_OUT,122224.59,C1622064717,249569.92,127345.33,C389486031,523854.92,646079.51,0,0
491633,19,CASH_IN,32529.37,C1790566435,572682.57,605211.94,C1726228995,2217937.14,2185407.77,0,0
1231394,133,CASH_OUT,357071.24,C513741194,0,0,C2026412322,929308.97,1286380.22,0,0
5476200,379,CASH_IN,150341.26,C1988653007,819241.36,969582.63,C475358110,754164.79,603823.53,0,0
4448938,323,PAYMENT,17533.48,C905094811,38910.98,21377.5,M2059036987,0,0,0,0
753330,38,PAYMENT,3031.8,C451825929,97682.34,94650.53,M111552241,0,0,0,0
6313831,687,PAYMENT,482.14,C1241759388,49582,49099.86,M150672354,0,0,0,0
2601819,208,PAYMENT,6484.66,C1833186356,10673,4188.34,M600189688,0,0,0,0
5485943,380,PAYMENT,18702.17,C317027803,0,0,M402237050,0,0,0,0
3835126,282,CASH_OUT,96653.53,C899746647,0,0,C1549680453,5310797.64,5407451.17,0,0
1905484,165,PAYMENT,7896.73,C319758462,51776,43879.27,M2005915817,0,0,0,0
2009744,180,CASH_IN,11153.02,C2103195918,3030159.21,3041312.23,C922685163,204869.34,193716.32,0,0
2609424,208,PAYMENT,611.51,C728416978,0,0,M1779411568,0,0,0,0
3278562,251,CASH_OUT,148648.89,C1601117993,0,0,C808389291,748425.15,897074.04,0,0
4679470,331,PAYMENT,6622.24,C1672857114,284606.51,277984.26,M1150538955,0,0,0,0
4663255,330,CASH_OUT,77791.77,C1280555972,0,0,C1097945924,523845.4,601637.17,0,0
6184531,567,PAYMENT,25640.83,C2095063263,0,0,M26921461,0,0,0,0
3422976,256,PAYMENT,148.53,C2057176506,0,0,M217811134,0,0,0,0
3454204,257,CASH_OUT,132190.45,C367698314,21463,0,C1056954639,5431.23,137621.68,0,0
667745,36,CASH_OUT,240757.65,C1760575747,861401.18,620643.53,C629842874,1271092.74,1511850.39,0,0
4532177,326,CASH_OUT,86502.95,C271438292,0,0,C1847339593,286409.01,372911.96,0,0
1125067,131,PAYMENT,5050.91,C1893646706,0,0,M247936105,0,0,0,0
1004570,46,PAYMENT,1364.62,C1812958155,36352.06,34987.43,M1482450807,0,0,0,0
2385762,201,CASH_IN,15577.84,C1817937088,1331040.59,1346618.43,C952900016,4080110.72,4064532.88,0,0
1414650,139,CASH_OUT,169108.4,C992342197,1870,0,C1928730456,299401.94,618294.95,0,0
348512,17,PAYMENT,9666.67,C1902533195,20608,10941.33,M180277697,0,0,0,0
5650225,396,PAYMENT,7465.27,C1101833944,87672,80206.73,M1006204092,0,0,0,0
2495138,204,CASH_OUT,32247.06,C1560856473,33744,1496.94,C131471140,0,32247.06,0,0
1129944,131,CASH_OUT,6725.28,C1789287802,0,0,C270479139,16474.37,23199.65,0,0
795181,40,PAYMENT,22781.48,C102804113,177882.13,155100.65,M109681745,0,0,0,0
3643894,275,CASH_IN,225918.07,C748472911,8571126.16,8797044.23,C665121608,409208.67,183290.6,0,0
585342,33,PAYMENT,4056.52,C315277306,0,0,M1426860894,0,0,0,0
561923,22,PAYMENT,8882.58,C1270711830,285,0,M150403985,0,0,0,0
1324668,137,CASH_IN,48215.28,C1688355751,2444148.91,2492364.19,C1906809491,60789.12,12573.85,0,0
1909804,166,PAYMENT,12314.7,C618218446,30080,17765.3,M738484451,0,0,0,0
4293202,307,PAYMENT,26811.32,C316459761,201076,174264.68,M5729072,0,0,0,0
3181425,239,CASH_IN,36728.96,C641001958,788453.16,825182.12,C831199402,154433.41,117704.45,0,0
5128761,356,CASH_IN,375331.32,C1750427029,12110788.26,12486119.58,C590092452,385222.77,9891.45,0,0
6129328,542,TRANSFER,2480325.24,C1400796856,101715.26,0,C845199886,2487535.11,4967860.34,0,0
2496140,204,CASH_IN,138516.37,C984485467,70575,209091.37,C1046934597,1366613.95,1228097.58,0,0
2274339,187,PAYMENT,13221.79,C881336316,47649.19,34427.41,M2111136646,0,0,0,0
4140986,303,CASH_IN,12426,C1774726093,3866245.18,3878671.18,C414473685,806176.25,793750.25,0,0
3388782,255,CASH_OUT,149172.31,C1342631893,0,0,C1697610759,151874.42,301046.74,0,0
2348080,189,PAYMENT,4225.32,C1341109027,454096,449870.68,M1709466190,0,0,0,0
3342490,253,CASH_OUT,212171.94,C209252484,25443,0,C191301591,0,212171.94,0,0
4885757,348,TRANSFER,28527.41,C366626781,0,0,C1536189988,14986454.51,15014981.92,0,0
6167271,552,DEBIT,665.14,C43466327,61884,61218.86,C407804946,401729.95,402395.09,0,0
4723473,332,PAYMENT,2476.93,C1144099225,20170,17693.07,M2077605247,0,0,0,0
3387905,255,CASH_IN,510818.66,C1783778764,10971183.99,11482002.65,C703924806,785756.73,274938.07,0,0
1581751,155,CASH_IN,271945.37,C869991131,20944,292889.37,C146879857,360125.73,88180.36,0,0
6171649,563,CASH_IN,191971.95,C5643517,866601.79,1058573.75,C1568233816,1242773.61,1050801.65,0,0
2938878,230,CASH_IN,72643.32,C385520864,16241,88884.32,C101207142,0,0,0,0
2277706,187,CASH_OUT,360697.42,C1656731534,0,0,C32830105,1658547.94,2019245.36,0,0
1472538,141,PAYMENT,3268.32,C2010005281,51786,48517.68,M1816852378,0,0,0,0
3358237,254,CASH_OUT,61121.59,C562112921,0,0,C914221060,1117573.08,1178694.67,0,0
1937908,177,CASH_IN,123084.45,C415562498,48934,172018.45,C1909952957,1328408.94,1205324.49,0,0
5679796,397,PAYMENT,18673.05,C1207631667,0,0,M978334883,0,0,0,0
1779637,162,CASH_IN,240851.16,C1122538448,10445099.51,10685950.66,C213173444,682743.89,441892.74,0,0
183160,13,PAYMENT,11250.06,C1088886109,0,0,M1434455512,0,0,0,0
4586788,328,CASH_IN,5749.15,C2113124038,1367268.09,1373017.24,C1684908408,560285.59,554536.44,0,0
3913599,284,CASH_OUT,86956.96,C771215988,28051,0,C1861559567,0,86956.96,0,0
2287343,187,CASH_IN,103080.28,C852650170,21883,124963.28,C1598455849,218497.46,115417.18,0,0
1939250,177,PAYMENT,4312.21,C949058066,14778,10465.79,M1811177436,0,0,0,0
5217645,370,PAYMENT,3490.58,C1099562090,0,0,M1961122432,0,0,0,0
202778,13,CASH_OUT,119424.71,C2109035844,0,0,C1813545447,1543663.24,1663087.95,0,0
2724756,211,PAYMENT,7196.09,C1279942419,0,0,M661052159,0,0,0,0
4623710,329,TRANSFER,355664.73,C1003431692,0,0,C678251940,3576302.71,3931967.44,0,0
5325079,374,PAYMENT,8506.43,C1191398968,884569.32,876062.89,M962921505,0,0,0,0
4449166,323,PAYMENT,6843.34,C676796028,199845.84,193002.5,M542941074,0,0,0,0
4796648,345,TRANSFER,341642.57,C717276854,5049,0,C1186776984,0,341642.57,0,0
4726909,332,CASH_OUT,261128.86,C1020636543,11295,0,C2023142594,0,261128.86,0,0
4243422,306,PAYMENT,6345.74,C940615381,0,0,M1014606759,0,0,0,0
3141839,236,CASH_OUT,2384.35,C545906525,0,0,C740247912,1225656.89,1228041.25,0,0
1267563,135,CASH_OUT,372652.54,C2067855342,0,0,C557888930,2491312.05,2863964.59,0,0
1816529,163,CASH_OUT,47781.36,C1686377577,0,0,C338415769,1478011.04,1525792.4,0,0
3202894,249,CASH_IN,243948.67,C1122305363,1803,245751.67,C1783118220,1350451.79,1106503.12,0,0
6189355,570,CASH_OUT,126420.08,C1857184764,165750,39329.92,C969028106,0,126420.08,0,0
1578315,155,CASH_IN,114756.91,C737431447,8024041.01,8138797.92,C297529115,10156624.27,9822632.14,0,0
2995798,232,CASH_IN,265146.59,C1866373823,21779,286925.59,C573625249,434814.11,169667.51,0,0
4069194,300,CASH_OUT,119501.85,C1192359192,49801,0,C1775172574,93350.48,212852.34,0,0
306673,16,CASH_IN,35454.59,C881731220,951346.76,986801.35,C749745523,1340096.06,1304641.47,0,0
2408356,202,PAYMENT,3181.72,C165073671,50767,47585.28,M929000400,0,0,0,0
3187009,240,CASH_OUT,6272.59,C1144460178,43494,37221.41,C1396280937,0,6272.59,0,0
5360339,375,CASH_IN,93104.1,C1496418699,7958263.87,8051367.98,C573230067,2860585.01,2767480.91,0,0
5749964,399,CASH_OUT,299624.91,C226171915,101969,0,C1611262420,1663663.54,2095455.64,0,0
6195320,573,PAYMENT,149.22,C390805136,76801,76651.78,M1180230018,0,0,0,0
2592617,207,PAYMENT,1380.59,C242559535,0,0,M202874501,0,0,0,0
4844244,347,CASH_OUT,36334.03,C808847668,22431,0,C592588087,0,36334.03,0,0
2747440,212,CASH_OUT,117786.09,C1765991005,0,0,C1250989627,1149437.93,1267224.03,0,0
4106599,302,CASH_IN,172946.26,C960737901,1207428.97,1380375.24,C1451162618,291919.39,118973.13,0,0
2559843,206,PAYMENT,4827.89,C486538905,5005,177.11,M259044726,0,0,0,0
5656351,396,CASH_IN,230367.44,C971243615,503977,734344.44,C648435950,468671.96,238304.52,0,0
